scientific_name,inat_common_name,ref_common_name,comment
Drepanocladus,,镰刀藓属,Missed common name on iNat
Carex forficula,溪水薹草,溪水薹草,Matched
Caragana frutex,黄刺条,黄刺条,Matched
Viburnum chunii,金腺荚蒾,金腺荚蒾,Matched
Calystegia sepium spectabilis,,,Missed common name on iNat
Oreocharis benthamii reticulata,,,Missed common name on iNat
Diplazium virescens,淡绿双盖蕨,淡绿短肠蕨,Inconsistent common name
Diplazium viridissimum,深绿双盖蕨,深绿短肠蕨,Inconsistent common name
Rubia ovatifolia,卵叶茜草,卵叶茜草,Matched
Carex pisiformis,豌豆形薹草,豌豆形薹草,Matched
Clematis patens,转子莲,转子莲,Matched
Corydalis kiautschouensis,胶州延胡索,胶州延胡索,Matched
Viola rossii,辽宁堇菜,辽宁堇菜,Matched
Anemonastrum shikokianum,山东银莲花,,Species not included in reference
Impatiens neglecta,浙皖凤仙花,浙皖凤仙花,Matched
Alniaria,水榆属,,Species not included in reference
Huernia pillansii,,,Missed common name on iNat
Huernia schneideriana,,,Missed common name on iNat
Frailea castanea,,,Missed common name on iNat
Ariocarpus,岩牡丹属,,Species not included in reference
Ariocarpus fissuratus fissuratus,,,Missed common name on iNat
Pelecyphora aselliformis,精巧球,,Species not included in reference
Aztekium,皱棱球属,,Species not included in reference
Sanguisorba tenuifolia,细叶地榆,细叶地榆,Matched
Artemisia keiskeana,菴闾,庵闾,Inconsistent common name
Protea × hybrida,,,Missed common name on iNat
Clematis peterae lishanensis,,,Missed common name on iNat
Diuranthera major,鹭鸶草,鹭鸶草,Matched
Woodsia manchuriensis,,,Missed common name on iNat
Disporum smilacinum,山东万寿竹,山东万寿竹,Matched
Colona auriculata,耳叶一担柴,,Species not included in reference
Utricularia furcellata,叉状挖耳草,,Species not included in reference
Osmanthus fragrans thunbergii,金桂,,Species not included in reference
Corchoropsis,田麻属,田麻属,Matched
Salsola komarovii,无翅猪毛菜,,Species not included in reference
Santalum,檀香属,檀香属,Matched
Syringa pubescens julianae,紫丁香,,Species not included in reference
Senegalia,儿茶属,儿茶属,Matched
Oreocnide rubescens,红紫麻,红紫麻,Matched
Fumaria densiflora,,,Missed common name on iNat
Boehmeria clidemioides,序叶苎麻,白面苎麻,Inconsistent common name
Fimbristylis quinquangularis,五棱秆飘拂草,五棱秆飘拂草,Matched
Cyperus fuscus,褐穗莎草,褐穗莎草,Matched
Monadenium,,,Missed common name on iNat
Asclepias,马利筋属,马利筋属,Matched
Saba comorensis,科摩罗胶藤,,Species not included in reference
Pterospermum reticulatum,网脉翅子树,,Species not included in reference
Cubanola domingensis,多米尼加古巴木,,Species not included in reference
Nanocnide,花点草属,花点草属,Matched
Adenophora trachelioides trachelioides,荠苨,,Species not included in reference
Blyxa octandra,八药水筛,八药水筛,Matched
Viscum multinerve,柄果槲寄生,柄果槲寄生,Matched
Liquidambar obovata,,,Missed common name on iNat
Garnotia patula mutica,无芒耳稃草,,Species not included in reference
Cyathea bonii,结脉黑桫椤,,Species not included in reference
Aidia,茜树属,茜树属,Matched
Doronicum,多榔菊属,多榔菊属,Matched
Quercus senescens,,灰背栎,Missed common name on iNat
Felicia muricata,,,Missed common name on iNat
Senecio sylvaticus,欧洲黄菀,,Species not included in reference
Spathiphyllum floribundum,,多花白鹤芋,Missed common name on iNat
Mammea yunnanensis,格脉树,格脉树,Matched
Leptopetalum strigulosum,脉耳草,肉叶耳草,Inconsistent common name
Cinnamomum daphnoides,圆头叶桂,圆头叶桂,Matched
Ctenidium molluscum,,梳藓,Missed common name on iNat
Coix,薏苡属,薏苡属,Matched
Murdannia spirata,矮水竹叶,矮水竹叶,Matched
Ebenopsis ebano,弯茎猴耳环,,Species not included in reference
Tectaria fuscipes,黑鳞轴脉蕨,黑鳞轴脉蕨,Matched
Carallia diplopetala,锯叶竹节树,,Species not included in reference
Smallanthus uvedalia,包果菊,包果菊,Matched
Gymnocladus,肥皂荚属,肥皂荚属,Matched
Ruellia repens,楠草,楠草,Matched
Averrhoa,阳桃属,阳桃属,Matched
Nematanthus gregarius,,,Missed common name on iNat
Dischidanthus,,马兰藤属,Missed common name on iNat
Aegilops,山羊草属,山羊草属,Matched
Najas,茨藻属,茨藻属,Matched
Carex kiangsuensis,江苏薹草,江苏薹草,Matched
Euphorbia ebracteolata,月腺大戟,,Species not included in reference
Thamnobryum,木藓属,木藓属,Matched
Corydalis repens,全叶延胡索,全叶延胡索,Matched
Medinilla lanceata,酸脚杆,,Species not included in reference
Momordica subangulata,凹萼木鳖,凹萼木鳖,Matched
Eleocharis acicularis,,,Missed common name on iNat
Paris fargesii,球药隔重楼,球药隔重楼,Matched
Spigelia anthelmia,,石竹参,Missed common name on iNat
Lygodium conforme,海南海金沙,,Species not included in reference
Monochoria,雨久花亚属,雨久花属,Inconsistent common name
Glehnia littoralis,珊瑚菜,珊瑚菜,Matched
Malva cavanillesiana,锦葵[POWO和WP认为的正名],,Species not included in reference
Nematanthus,,,Missed common name on iNat
Potamogeton maackianus,微齿眼子菜,微齿眼子菜,Matched
Vincetoxicum mongolicum,华北白前,华北白前,Matched
Juncus torreyi,托氏灯心草,,Species not included in reference
Penstemon canescens,,,Missed common name on iNat
Begonia coccinea,,,Missed common name on iNat
Sansevieria stuckyi,石笔虎尾兰,,Species not included in reference
Briggsiopsis delavayi,筒花苣苔,筒花苣苔,Matched
Vandellia stricta,坚挺母草,,Species not included in reference
Chimaphila maculata,,,Missed common name on iNat
Leptodictyum riparium,薄网藓,薄网藓,Matched
Colvillea racemosa,总状垂花楹,,Species not included in reference
Herissantia crispa,泡果苘,脬果苘,Inconsistent common name
Salix paraplesia,康定柳,康定柳,Matched
Passiflora serrulata,细齿西番莲,,Species not included in reference
Juncus setchuensis,野灯芯草,野灯芯草,Matched
Ageratina altissima,蛇根泽兰,,Species not included in reference
Dryopteris gymnosora,裸果鳞毛蕨,裸果鳞毛蕨,Matched
Veronicastrum robustum,粗壮腹水草,粗壮腹水草,Matched
Delosperma cooperi,丽晃,,Species not included in reference
Derris scabricaulis,粗茎鱼藤,粗茎鱼藤,Matched
Triosteum pinnatifidum,莛子藨,莛子藨,Matched
Mosla longibracteata,长苞荠苎,长苞荠苎,Matched
Coryphopteris nipponica,中日金星蕨,,Species not included in reference
Magnolia kobus,白花辛夷,,Species not included in reference
Artocarpus griffithii,披针叶桂木,披针叶桂木,Matched
Aglaia lawii,望谟崖摩,望谟崖摩,Matched
Goniothalamus,哥纳香属,哥纳香属,Matched
Allium wallichii,多星韭,多星韭,Matched
Bistorta coriacea,革叶拳参,革叶蓼,Inconsistent common name
Pseudocydonia,木瓜属,木瓜属,Matched
Styrax obassia,玉铃花,玉铃花,Matched
Alpinia purpurata,紫花山姜,,Species not included in reference
Pereskia,麒麟仙人掌属,,Species not included in reference
Pyrrosia serpens,,,Missed common name on iNat
Brachytheciastrum velutinum,,,Missed common name on iNat
Clematis cadmia,短柱铁线莲,短柱铁线莲,Matched
Justicia aurea,金色黑爵床,,Species not included in reference
Osmorhiza berteroi,香根芹,,Species not included in reference
Microula muliensis,木里微孔草,木里微孔草,Matched
Plerandra,洋鹅掌柴属,,Species not included in reference
Campanula crenulata,流石风铃草,流石风铃草,Matched
Couroupita,炮弹树属,,Species not included in reference
Jacquemontia pentanthos,天蓝小牵牛,,Species not included in reference
Passiflora menghaiensis,勐海西番莲,勐海西番莲,Matched
Curcuma roscoeana,缅甸姜黄,,Species not included in reference
Strobilanthes alternata,假紫苏,,Species not included in reference
Erechtites,菊芹属,菊芹属,Matched
Burmannia,水玉簪属,水玉簪属,Matched
Marchantia berteroana,,,Missed common name on iNat
Peperomia blanda,石蝉草,石蝉草,Matched
Gynochthodes,羊角藤属,,Species not included in reference
Indocalamus herklotsii,粽巴箬竹,粽巴箬竹,Matched
Chrysosplenium oppositifolium,,,Missed common name on iNat
Hydrocotyle bonariensis,大叶銅錢草,,Species not included in reference
Begonia rex,大王秋海棠,大王秋海棠,Matched
Begonia imperialis,,,Missed common name on iNat
Begonia rex-cultorum,,,Missed common name on iNat
Begonia luzonensis,,,Missed common name on iNat
Aquarius,象耳慈菇属,,Species not included in reference
Didymodon rigidulus,硬叶对齿藓,硬叶对齿藓,Matched
Amaranthus caudatus,尾穗苋,尾穗苋,Matched
Tetrastigma cruciatum,十字崖爬藤,十字崖爬藤,Matched
Garrettia,,辣莸属,Missed common name on iNat
Silvianthus bracteatus,蜘蛛花,蜘蛛花,Matched
Syngonium auritum,五指合果芋,,Species not included in reference
Primulina tabacum,报春苣苔,报春苣苔,Matched
Isachne truncata,平颖柳叶箬,平颖柳叶箬,Matched
Isachne commelinifolia,匍匐柳叶箬,,Species not included in reference
Callicarpa siongsaiensis,上狮紫珠,上狮紫珠,Matched
Oreocharis argyreia,紫花马铃苣苔,紫花马铃苣苔,Matched
Hydnocarpus annamensis,大叶龙角,大叶龙角,Matched
Aglaonema simplex,越南万年青,越南万年青,Matched
Cymbidium haematodes,秋墨兰,秋墨兰,Matched
Klaseopsis chinensis,华漏芦,,Species not included in reference
Ptilium crista-castrensis,毛梳藓,毛梳藓,Matched
Cynanchum hemsleyanum,,华萝藦,Missed common name on iNat
Aster shimadae,毡毛马兰,毡毛马兰,Matched
Angelica cartilaginomarginata,长鞘独活,长鞘当归,Inconsistent common name
Smilax zeylanica,锡兰菝葜,,Species not included in reference
Hiptage pauciflora,少花风筝果,少花风筝果,Matched
Natsiatopsis thunbergiifolia,麻核藤,麻核藤,Matched
Hoya caudata,尾状球兰,,Species not included in reference
Bambusa stenoaurita,黄麻竹,黄麻竹,Matched
Bambusa emeiensis,,慈竹,Missed common name on iNat
Livistona benthamii,班氏蒲葵,,Species not included in reference
Hoya imperialis,帝王球兰,,Species not included in reference
Strobilanthes chinensis,黄球花,黄球花,Matched
Strobilanthes anisophyllus,异叶马蓝,,Species not included in reference
Tanacetum tatsienense,川西小黄菊,川西小黄菊,Matched
Millettia versicolor,变色鸡血藤,,Species not included in reference
Myrmecophila grandiflora,,,Missed common name on iNat
Ionopsis utricularioides,拟堇兰,,Species not included in reference
Tillandsia stricta,,,Missed common name on iNat
Trapella sinensis,茶菱,茶菱,Matched
Clavicarpa,,,Missed common name on iNat
Dryopteris kinkiensis,京鹤鳞毛蕨,京鹤鳞毛蕨,Matched
Trachycystis microphylla,疣灯藓,疣灯藓,Matched
Ptychomitrium sinense,中华缩叶藓,中华缩叶藓,Matched
Cordyline congesta,,,Missed common name on iNat
Cyanthillium,夜香牛属,夜香牛属,Matched
Stuckenia,篦齿眼子菜属,篦齿眼子菜属,Matched
Scleria radula,光果珍珠茅,光果珍珠茅,Matched
Microstegium geniculatum,膝曲莠竹,,Species not included in reference
Goodyera foliosa,多叶斑叶兰,多叶斑叶兰,Matched
Garnotia acutigluma,三芒耳稃草,三芒耳稃草,Matched
Fimbristylis schoenoides,少穗飘拂草,少穗飘拂草,Matched
Tradescantia virginiana,无毛紫露草,,Species not included in reference
Monarda punctata,斑点马薄荷,,Species not included in reference
Larix potaninii macrocarpa,大果紅杉,,Species not included in reference
Gentiana oreodoxa,,山景龙胆,Missed common name on iNat
Cissus hexangularis,翅茎白粉藤,翅茎白粉藤,Matched
Lansium domesticum,龙宫果,,Species not included in reference
Roridula dentata,捕虫木,,Species not included in reference
Ixora hookeri,虎克龙船花,,Species not included in reference
Alpinia mutica,马来良姜,,Species not included in reference
Pseudarthria panii,百年假节蚂蟥,百年假节蚂蟥,Matched
Oxydendrum,酸木属,,Species not included in reference
Halophila,喜盐草属,喜盐草属,Matched
Dorstenia contrajerva,厚叶盘花木,,Species not included in reference
Urceolina × grandiflora,南美水仙,,Species not included in reference
Sinogentiana souliei,,华龙胆,Missed common name on iNat
Swertia macrosperma,大籽獐牙菜,大籽獐牙菜,Matched
Argyreia mastersii,叶苞银背藤,叶苞银背藤,Matched
Gigantochloa cochinchinensis,打洛滇竹,,Species not included in reference
Metagentiana serra,,,Missed common name on iNat
Persicaria odorata,越南芫荽,香辣蓼,Inconsistent common name
Jasminum rehderianum,白皮素馨,白皮素馨,Matched
Dendrocalamus membranaceus,黄竹,黄竹,Matched
Goeppertia kegeljanii,丽叶斑竹芋,,Species not included in reference
Boltonia asteroides,,,Missed common name on iNat
Agapetes neriifolia,夹竹桃叶树萝卜,夹竹桃叶树萝卜,Matched
Agapetes ciliata,纤毛树萝卜,纤毛叶树萝卜,Inconsistent common name
Agapetes marginata,边脉树萝卜,边脉树萝卜,Matched
Agapetes griffithii,尾叶树萝卜,尾叶树萝卜,Matched
Anthurium crystallinum,水晶花烛,,Species not included in reference
Thaumatophyllum spruceanum,鹅掌芋,,Species not included in reference
Philodendron mamei,白云蔓绿绒,,Species not included in reference
Christisonia hookeri,,假野菰,Missed common name on iNat
Helicteres lanceolata,剑叶山芝麻,剑叶山芝麻,Matched
Huangtcia oblata,扁圆叶山蚂蟥,扁圆叶山蚂蝗,Inconsistent common name
Leptodermis pilosa,,川滇野丁香,Missed common name on iNat
Trailliaedoxa gracilis,,丁茜,Missed common name on iNat
Ilex maximowicziana,倒卵叶冬青,倒卵叶冬青,Matched
Echeveria simulans,镜莲,,Species not included in reference
Mammillaria haageana,日月,,Species not included in reference
Schizolobium,离荚豆属,,Species not included in reference
Echeveria lilacina,,,Missed common name on iNat
Lunularia cruciata,半月苔,半月苔,Matched
Campanulorchis thao,,钟兰,Missed common name on iNat
Oreocharis dasyantha,,毛花马铃苣苔,Missed common name on iNat
Impatiens clavigera,棒凤仙花,棒凤仙花,Matched
Cestrum parqui,智利夜来香,,Species not included in reference
Calamus henryanus,滇南省藤,滇南省藤,Matched
Rubus feddei,黔桂悬钩子,黔桂悬钩子,Matched
Ficus rumphii,心叶榕,心叶榕,Matched
Begonia modestiflora,云南秋海棠,云南秋海棠,Matched
Ormosia hekouensis,河口红豆,河口红豆,Matched
Symphorema involucratum,六苞藤,六苞藤,Matched
Conoclinium dissectum,,,Missed common name on iNat
Bauhinia decandra,十蕊羊蹄甲,,Species not included in reference
Gymnostachys,麻菖蒲属,,Species not included in reference
Lagerstroemia duperreana,二岐紫薇,,Species not included in reference
Cryptostegia,,桉叶藤属,Missed common name on iNat
Cucumis javanicus,爪哇帽儿瓜,,Species not included in reference
Hylodesmum laterale,侧序长柄山蚂蝗,侧序长柄山蚂蟥,Inconsistent common name
Hylodesmum laterale,侧序长柄山蚂蝗,侧序长柄山蚂蟥,Inconsistent common name
Hibiscus paramutabilis,庐山芙蓉,庐山芙蓉,Matched
Atriplex patens,新疆滨藜,滨藜,Inconsistent common name
Speranskia tuberculata,地构叶,地构叶,Matched
Hoya kanyakumariana,堪雅酷玛瑞球兰,,Species not included in reference
Cheirostylis octodactyla,羽唇叉柱兰,羽唇叉柱兰,Matched
Hoya retusa,断叶球兰,,Species not included in reference
Myriophyllum crispatum,皱波状狐尾藻,,Species not included in reference
Impatiens apalophylla,大叶凤仙花,大叶凤仙花,Matched
Impatiens parishii,,,Missed common name on iNat
Lycopus cavaleriei,,小叶地笋,Missed common name on iNat
Leucophyllum,玉芙蓉属,,Species not included in reference
Ananas comosus comosus,亮叶无刺菠萝,,Species not included in reference
Nymphaea thermarum,侏儒卢旺达睡莲(温泉睡莲),,Species not included in reference
Abrus pulchellus cantoniensis,广州相思子,,Species not included in reference
Grevillea baileyana,阔叶银桦,,Species not included in reference
Syzygium australe,澳洲溪赤楠,,Species not included in reference
Gmelina chinensis,,石梓,Missed common name on iNat
Elaeocarpus dubius,,显脉杜英,Missed common name on iNat
Thalassia testudinum,龟裂泰来藻,,Species not included in reference
Primula parryi,,,Missed common name on iNat
Agathis dammara,贝壳杉,贝壳杉,Matched
Asarum fukienense,福建细辛,福建细辛,Matched
Cnidium dauricum,兴安蛇床,兴安蛇床,Matched
Leptopetalum biflorum,双花耳草,双花耳草,Matched
Trigastrotheca,粟米草属,粟米草属,Matched
Alternanthera ficoidea,绿苋草,,Species not included in reference
Schoenoplectiella,萤蔺属,萤蔺属,Matched
Medinilla speciosa,酸脚杆,,Species not included in reference
Anthurium bradeanum,,,Missed common name on iNat
Neoregelia carolinae,,,Missed common name on iNat
Globba albobracteata,,,Missed common name on iNat
